Jugador,Nacionalidad,Posicion,Edad,Dia_partido,Goles,Pases_recibidos,Pases_balon_vivo,Pases_completados,Pases_intentados,xG,precio_millones
James Maddison,eng ENG,LM,27.303,2024-09-21 00:00:00,1.0,54.0,53.0,45.0,57.0,0.9,42000000.0
James Maddison,eng ENG,LM,27.297,2024-09-15 00:00:00,0.0,47.0,52.0,50.0,60.0,0.0,42000000.0
James Maddison,eng ENG,"AM,LM",27.283,2024-09-01 00:00:00,0.0,48.0,50.0,41.0,57.0,0.1,42000000.0
James Maddison,eng ENG,LM,27.275,2024-08-24 00:00:00,0.0,63.0,61.0,57.0,68.0,0.4,42000000.0
James Maddison,eng ENG,LM,27.275,2024-08-24 00:00:00,0.0,63.0,61.0,57.0,68.0,0.4,42000000.0
James Maddison,eng ENG,LM,27.270,2024-08-19 00:00:00,0.0,57.0,55.0,55.0,71.0,0.0,42000000.0
James Maddison,eng ENG,LM,27.270,2024-08-19 00:00:00,0.0,57.0,55.0,55.0,71.0,0.0,42000000.0
James Hill,eng ENG,RB,23.085,2025-04-05 00:00:00,0.0,8.0,13.0,7.0,17.0,0.0,3000000.0
James Hill,eng ENG,DM,23.064,2025-03-15 00:00:00,0.0,10.0,11.0,11.0,13.0,0.0,3000000.0
James Hill,eng ENG,CB,23.058,2025-03-09 00:00:00,0.0,31.0,35.0,27.0,36.0,0.1,3000000.0
James Hill,eng ENG,CB,23.046,2025-02-25 00:00:00,0.0,50.0,54.0,40.0,55.0,0.2,3000000.0
James Hill,eng ENG,"RB,CB",23.043,2025-02-22 00:00:00,0.0,21.0,25.0,19.0,31.0,0.0,3000000.0
James Hill,eng ENG,RB,23.004,2025-01-14 00:00:00,0.0,3.0,3.0,2.0,4.0,0.0,3000000.0
James Hill,eng ENG,RB,22.360,2025-01-04 00:00:00,0.0,31.0,32.0,23.0,42.0,0.0,3000000.0
James Hill,eng ENG,RB,22.354,2024-12-29 00:00:00,0.0,19.0,29.0,24.0,37.0,0.0,3000000.0
James Hill,eng ENG,DM,22.347,2024-12-22 00:00:00,0.0,4.0,6.0,5.0,6.0,0.0,3000000.0
James Hill,eng ENG,DM,22.333,2024-12-08 00:00:00,0.0,2.0,4.0,1.0,4.0,0.0,3000000.0
James Garner,eng ENG,DM,24.073,2025-05-25 00:00:00,0.0,20.0,27.0,24.0,32.0,0.1,18000000.0
James Garner,eng ENG,DM,24.073,2025-05-25 00:00:00,0.0,20.0,27.0,24.0,32.0,0.1,18000000.0
James Garner,eng ENG,DM,24.066,2025-05-18 00:00:00,0.0,60.0,65.0,62.0,69.0,0.3,18000000.0
James Garner,eng ENG,DM,24.066,2025-05-18 00:00:00,0.0,60.0,65.0,62.0,69.0,0.3,18000000.0
James Garner,eng ENG,"DM,CM",24.058,2025-05-10 00:00:00,0.0,19.0,22.0,21.0,30.0,0.0,18000000.0
James Garner,eng ENG,"DM,CM",24.058,2025-05-10 00:00:00,0.0,19.0,22.0,21.0,30.0,0.0,18000000.0
James Garner,eng ENG,DM,24.051,2025-05-03 00:00:00,0.0,65.0,69.0,70.0,76.0,0.0,18000000.0
James Garner,eng ENG,DM,24.051,2025-05-03 00:00:00,0.0,65.0,69.0,70.0,76.0,0.0,18000000.0
James Garner,eng ENG,DM,24.044,2025-04-26 00:00:00,0.0,45.0,51.0,49.0,58.0,0.0,18000000.0
James Garner,eng ENG,DM,24.044,2025-04-26 00:00:00,0.0,45.0,51.0,49.0,58.0,0.0,18000000.0
James Garner,eng ENG,DM,24.037,2025-04-19 00:00:00,0.0,26.0,32.0,29.0,39.0,0.0,18000000.0
James Garner,eng ENG,DM,24.037,2025-04-19 00:00:00,0.0,26.0,32.0,29.0,39.0,0.0,18000000.0
James Garner,eng ENG,DM,24.030,2025-04-12 00:00:00,0.0,37.0,45.0,43.0,52.0,0.1,18000000.0
James Garner,eng ENG,DM,24.023,2025-04-05 00:00:00,0.0,0.0,1.0,0.0,3.0,0.0,18000000.0
James Garner,eng ENG,DM,24.023,2025-04-05 00:00:00,0.0,0.0,1.0,0.0,3.0,0.0,18000000.0
James Garner,eng ENG,DM,24.020,2025-04-02 00:00:00,0.0,3.0,15.0,11.0,21.0,0.0,18000000.0
James Garner,eng ENG,DM,24.020,2025-04-02 00:00:00,0.0,3.0,15.0,11.0,21.0,0.0,18000000.0
James Garner,eng ENG,DM,24.002,2025-03-15 00:00:00,0.0,46.0,52.0,51.0,56.0,0.0,18000000.0
James Garner,eng ENG,DM,24.002,2025-03-15 00:00:00,0.0,46.0,52.0,51.0,56.0,0.0,18000000.0
James Garner,eng ENG,"DM,AM",23.360,2025-03-08 00:00:00,0.0,26.0,32.0,27.0,41.0,0.0,18000000.0
James Garner,eng ENG,"DM,AM",23.360,2025-03-08 00:00:00,0.0,26.0,32.0,27.0,41.0,0.0,18000000.0
James Garner,eng ENG,DM,23.350,2025-02-26 00:00:00,0.0,51.0,63.0,53.0,67.0,0.1,18000000.0
James Garner,eng ENG,DM,23.350,2025-02-26 00:00:00,0.0,51.0,63.0,53.0,67.0,0.1,18000000.0
James Garner,eng ENG,DM,23.346,2025-02-22 00:00:00,0.0,16.0,24.0,17.0,27.0,0.0,18000000.0
James Garner,eng ENG,DM,23.346,2025-02-22 00:00:00,0.0,16.0,24.0,17.0,27.0,0.0,18000000.0
James Garner,eng ENG,DM,23.339,2025-02-15 00:00:00,0.0,27.0,43.0,30.0,47.0,0.0,18000000.0
James Garner,eng ENG,DM,23.339,2025-02-15 00:00:00,0.0,27.0,43.0,30.0,47.0,0.0,18000000.0
James Garner,eng ENG,DM,23.336,2025-02-12 00:00:00,0.0,15.0,28.0,21.0,35.0,0.0,18000000.0
James Garner,eng ENG,DM,23.336,2025-02-12 00:00:00,0.0,15.0,28.0,21.0,35.0,0.0,18000000.0
James Garner,eng ENG,DM,23.325,2025-02-01 00:00:00,0.0,31.0,39.0,34.0,47.0,0.0,18000000.0
James Garner,eng ENG,DM,23.325,2025-02-01 00:00:00,0.0,31.0,39.0,34.0,47.0,0.0,18000000.0
James Garner,eng ENG,LM,23.318,2025-01-25 00:00:00,0.0,1.0,1.0,1.0,1.0,0.0,18000000.0
James Garner,eng ENG,LM,23.318,2025-01-25 00:00:00,0.0,1.0,1.0,1.0,1.0,0.0,18000000.0
James Garner,eng ENG,RB,23.206,2024-10-05 00:00:00,0.0,18.0,27.0,22.0,34.0,0.0,18000000.0
James Garner,eng ENG,RB,23.206,2024-10-05 00:00:00,0.0,18.0,27.0,22.0,34.0,0.0,18000000.0
James Garner,eng ENG,AM,23.199,2024-09-28 00:00:00,0.0,1.0,2.0,0.0,2.0,0.0,18000000.0
James Garner,eng ENG,AM,23.199,2024-09-28 00:00:00,0.0,1.0,2.0,0.0,2.0,0.0,18000000.0
James Garner,eng ENG,RB,23.192,2024-09-21 00:00:00,0.0,22.0,27.0,27.0,41.0,0.0,18000000.0
James Garner,eng ENG,RB,23.192,2024-09-21 00:00:00,0.0,22.0,27.0,27.0,41.0,0.0,18000000.0
James Garner,eng ENG,"RB,CM",23.185,2024-09-14 00:00:00,0.0,21.0,22.0,19.0,25.0,0.0,18000000.0
James Garner,eng ENG,"RB,CM",23.185,2024-09-14 00:00:00,0.0,21.0,22.0,19.0,25.0,0.0,18000000.0
Jakub Kiwior,pl POL,CB,25.099,2025-05-25 00:00:00,0.0,50.0,61.0,59.0,62.0,0.0,28000000.0
Jakub Kiwior,pl POL,CB,25.092,2025-05-18 00:00:00,0.0,35.0,45.0,42.0,46.0,0.0,28000000.0
Jakub Kiwior,pl POL,CB,25.085,2025-05-11 00:00:00,0.0,30.0,37.0,40.0,43.0,0.0,28000000.0
Jakub Kiwior,pl POL,CB,25.077,2025-05-03 00:00:00,0.0,36.0,38.0,38.0,42.0,0.0,28000000.0
Jakub Kiwior,pl POL,CB,25.067,2025-04-23 00:00:00,1.0,110.0,117.0,115.0,120.0,0.0,28000000.0
Jakub Kiwior,pl POL,CB,25.064,2025-04-20 00:00:00,0.0,66.0,72.0,71.0,75.0,0.0,28000000.0
Jakub Kiwior,pl POL,CB,25.056,2025-04-12 00:00:00,0.0,55.0,64.0,61.0,65.0,0.1,28000000.0
Jakub Kiwior,pl POL,CB,25.049,2025-04-05 00:00:00,0.0,55.0,60.0,59.0,64.0,0.0,28000000.0
Jakub Kiwior,pl POL,CB,25.045,2025-04-01 00:00:00,0.0,40.0,43.0,41.0,44.0,0.1,28000000.0
Jakub Kiwior,pl POL,CB,24.297,2024-12-08 00:00:00,0.0,61.0,69.0,62.0,70.0,0.0,28000000.0
Jakub Kiwior,pl POL,CB,24.293,2024-12-04 00:00:00,0.0,47.0,53.0,47.0,55.0,0.0,28000000.0
Jakub Kiwior,pl POL,CB,24.289,2024-11-30 00:00:00,0.0,5.0,12.0,9.0,13.0,0.0,28000000.0
Jakub Kiwior,pl POL,CB,24.282,2024-11-23 00:00:00,0.0,3.0,3.0,3.0,3.0,0.0,28000000.0
Jakub Kiwior,pl POL,CB,24.255,2024-10-27 00:00:00,0.0,7.0,8.0,9.0,10.0,0.0,28000000.0
Jakub Kiwior,pl POL,CB,24.247,2024-10-19 00:00:00,0.0,11.0,17.0,13.0,17.0,0.0,28000000.0
Jakub Kiwior,pl POL,LB,24.233,2024-10-05 00:00:00,0.0,3.0,4.0,2.0,5.0,0.0,28000000.0
Jakub Kiwior,pl POL,"LB,RB",24.220,2024-09-22 00:00:00,0.0,1.0,1.0,2.0,2.0,0.0,28000000.0
Jake OBrien,ie IRL,CB,24.003,2025-05-18 00:00:00,0.0,41.0,45.0,44.0,48.0,0.1,18000000.0
Jake OBrien,ie IRL,CB,23.353,2025-05-03 00:00:00,0.0,42.0,48.0,48.0,53.0,0.0,18000000.0
Jake OBrien,ie IRL,CB,23.346,2025-04-26 00:00:00,0.0,43.0,51.0,51.0,53.0,0.0,18000000.0
Jake OBrien,ie IRL,RB,23.339,2025-04-19 00:00:00,0.0,18.0,29.0,24.0,35.0,0.0,18000000.0
Jake OBrien,ie IRL,RB,23.332,2025-04-12 00:00:00,0.0,29.0,36.0,34.0,43.0,0.0,18000000.0
Jake OBrien,ie IRL,RB,23.325,2025-04-05 00:00:00,0.0,8.0,11.0,14.0,18.0,0.1,18000000.0
Jake OBrien,ie IRL,RB,23.322,2025-04-02 00:00:00,0.0,12.0,15.0,12.0,17.0,0.0,18000000.0
Jake OBrien,ie IRL,RB,23.304,2025-03-15 00:00:00,1.0,49.0,53.0,47.0,58.0,0.3,18000000.0
Jake OBrien,ie IRL,RB,23.297,2025-03-08 00:00:00,0.0,24.0,32.0,28.0,37.0,0.0,18000000.0
Jake OBrien,ie IRL,RB,23.287,2025-02-26 00:00:00,1.0,24.0,32.0,33.0,43.0,0.2,18000000.0
Jake OBrien,ie IRL,RB,23.283,2025-02-22 00:00:00,0.0,34.0,46.0,40.0,53.0,0.0,18000000.0
Jake OBrien,ie IRL,RB,23.276,2025-02-15 00:00:00,0.0,30.0,43.0,34.0,51.0,0.0,18000000.0
Jake OBrien,ie IRL,RB,23.273,2025-02-12 00:00:00,0.0,16.0,21.0,19.0,29.0,0.0,18000000.0
Jake OBrien,ie IRL,RB,23.262,2025-02-01 00:00:00,0.0,33.0,45.0,47.0,59.0,0.0,18000000.0
Jake OBrien,ie IRL,RB,23.255,2025-01-25 00:00:00,0.0,18.0,26.0,22.0,32.0,0.0,18000000.0
Jake OBrien,ie IRL,RB,23.249,2025-01-19 00:00:00,0.0,29.0,31.0,32.0,40.0,0.0,18000000.0
Jake OBrien,ie IRL,RB,23.245,2025-01-15 00:00:00,0.0,3.0,5.0,6.0,8.0,0.0,18000000.0
Jake OBrien,ie IRL,CB,23.200,2024-12-01 00:00:00,0.0,5.0,6.0,6.0,6.0,0.0,18000000.0
Jake OBrien,ie IRL,"CB,RB",23.122,2024-09-14 00:00:00,0.0,11.0,11.0,12.0,15.0,0.0,18000000.0
Jaka Bijol,si SVN,CB,26.109,2025-05-25 00:00:00,0.0,32.0,36.0,31.0,38.0,0.0,18000000.0
Jaka Bijol,si SVN,CB,26.095,2025-05-11 00:00:00,0.0,35.0,39.0,36.0,39.0,0.0,18000000.0
Jaka Bijol,si SVN,CB,26.087,2025-05-03 00:00:00,0.0,27.0,36.0,27.0,37.0,0.0,18000000.0
Jaka Bijol,si SVN,CB,26.077,2025-04-23 00:00:00,0.0,47.0,57.0,50.0,60.0,0.0,18000000.0
Jaka Bijol,si SVN,CB,26.065,2025-04-11 00:00:00,0.0,56.0,59.0,56.0,59.0,0.0,18000000.0
Jaka Bijol,si SVN,CB,26.058,2025-04-04 00:00:00,0.0,44.0,63.0,53.0,66.0,0.0,18000000.0
Jaka Bijol,si SVN,CB,26.053,2025-03-30 00:00:00,0.0,41.0,49.0,48.0,52.0,0.0,18000000.0
Jaka Bijol,si SVN,CB,26.038,2025-03-15 00:00:00,0.0,70.0,76.0,70.0,79.0,0.0,18000000.0
Jaka Bijol,si SVN,CB,26.033,2025-03-10 00:00:00,0.0,61.0,70.0,59.0,71.0,0.0,18000000.0
Jaka Bijol,si SVN,CB,26.024,2025-03-01 00:00:00,0.0,32.0,45.0,43.0,47.0,0.0,18000000.0
Jaka Bijol,si SVN,CB,26.016,2025-02-21 00:00:00,0.0,42.0,49.0,36.0,51.0,0.0,18000000.0
Jaka Bijol,si SVN,CB,26.011,2025-02-16 00:00:00,0.0,54.0,67.0,61.0,71.0,0.3,18000000.0
Jaka Bijol,si SVN,CB,26.004,2025-02-09 00:00:00,0.0,34.0,34.0,30.0,35.0,0.3,18000000.0
Jaka Bijol,si SVN,CB,25.362,2025-02-01 00:00:00,0.0,19.0,35.0,27.0,36.0,0.0,18000000.0
Jaka Bijol,si SVN,CB,25.356,2025-01-26 00:00:00,0.0,43.0,54.0,50.0,56.0,0.1,18000000.0
Jaka Bijol,si SVN,CB,25.350,2025-01-20 00:00:00,0.0,46.0,57.0,50.0,59.0,0.0,18000000.0
Jaka Bijol,si SVN,CB,25.341,2025-01-11 00:00:00,0.0,30.0,44.0,37.0,49.0,0.4,18000000.0
Jaka Bijol,si SVN,CB,25.334,2025-01-04 00:00:00,0.0,49.0,61.0,58.0,64.0,0.0,18000000.0
Jaka Bijol,si SVN,CB,25.328,2024-12-29 00:00:00,0.0,47.0,54.0,43.0,55.0,0.1,18000000.0
Jaka Bijol,si SVN,CB,25.313,2024-12-14 00:00:00,0.0,22.0,23.0,18.0,26.0,0.0,18000000.0
Jaka Bijol,si SVN,CB,25.308,2024-12-09 00:00:00,1.0,29.0,32.0,25.0,34.0,0.4,18000000.0
Jaka Bijol,si SVN,CB,25.294,2024-11-25 00:00:00,0.0,64.0,82.0,75.0,86.0,0.1,18000000.0
Jaka Bijol,si SVN,CB,25.279,2024-11-10 00:00:00,0.0,23.0,33.0,29.0,34.0,0.0,18000000.0
Jaka Bijol,si SVN,CB,25.271,2024-11-02 00:00:00,0.0,31.0,36.0,32.0,37.0,0.1,18000000.0
Jaka Bijol,si SVN,CB,25.268,2024-10-30 00:00:00,0.0,29.0,37.0,27.0,37.0,0.0,18000000.0
Jaka Bijol,si SVN,CB,25.263,2024-10-25 00:00:00,0.0,43.0,50.0,47.0,52.0,0.0,18000000.0
Jaka Bijol,si SVN,CB,25.257,2024-10-19 00:00:00,0.0,73.0,79.0,71.0,81.0,0.0,18000000.0
Jaka Bijol,si SVN,CB,25.243,2024-10-05 00:00:00,0.0,57.0,69.0,57.0,69.0,0.0,18000000.0
Jaka Bijol,si SVN,CB,25.236,2024-09-28 00:00:00,0.0,39.0,54.0,47.0,55.0,0.0,18000000.0
Jaka Bijol,si SVN,CB,25.230,2024-09-22 00:00:00,0.0,21.0,34.0,30.0,41.0,0.0,18000000.0
Jaka Bijol,si SVN,CB,25.224,2024-09-16 00:00:00,0.0,43.0,53.0,48.0,54.0,0.0,18000000.0
Jaka Bijol,si SVN,CB,25.209,2024-09-01 00:00:00,0.0,33.0,40.0,31.0,41.0,0.1,18000000.0
Jaka Bijol,si SVN,CB,25.201,2024-08-24 00:00:00,0.0,11.0,22.0,17.0,25.0,0.0,18000000.0
Jaka Bijol,si SVN,CB,25.195,2024-08-18 00:00:00,0.0,12.0,13.0,13.0,16.0,0.0,18000000.0
Jadon Sancho,eng ENG,LW,25.061,2025-05-25 00:00:00,0.0,22.0,24.0,20.0,24.0,0.0,28000000.0
Jadon Sancho,eng ENG,LW,25.047,2025-05-11 00:00:00,0.0,12.0,13.0,12.0,14.0,0.0,28000000.0
Jadon Sancho,eng ENG,LW,25.040,2025-05-04 00:00:00,0.0,11.0,9.0,7.0,9.0,0.2,28000000.0
Jadon Sancho,eng ENG,WB,25.032,2025-04-26 00:00:00,0.0,1.0,2.0,2.0,2.0,0.0,28000000.0
Jadon Sancho,eng ENG,LW,25.026,2025-04-20 00:00:00,0.0,29.0,28.0,19.0,28.0,0.0,28000000.0
Jadon Sancho,eng ENG,LW,25.019,2025-04-13 00:00:00,1.0,13.0,12.0,10.0,12.0,0.1,28000000.0
Jadon Sancho,eng ENG,LW,25.012,2025-04-06 00:00:00,0.0,23.0,32.0,26.0,32.0,0.1,28000000.0
Jadon Sancho,eng ENG,LW,25.009,2025-04-03 00:00:00,0.0,27.0,27.0,23.0,27.0,0.2,28000000.0
Jadon Sancho,eng ENG,RW,24.356,2025-03-16 00:00:00,0.0,29.0,33.0,29.0,33.0,0.0,28000000.0
Jadon Sancho,eng ENG,"RW,LW",24.349,2025-03-09 00:00:00,0.0,44.0,45.0,37.0,45.0,0.1,28000000.0
Jadon Sancho,eng ENG,RW,24.337,2025-02-25 00:00:00,0.0,33.0,39.0,33.0,39.0,0.0,28000000.0
Jadon Sancho,eng ENG,LW,24.334,2025-02-22 00:00:00,0.0,4.0,4.0,3.0,4.0,0.0,28000000.0
Jadon Sancho,eng ENG,LW,24.326,2025-02-14 00:00:00,0.0,34.0,32.0,24.0,32.0,0.0,28000000.0
Jadon Sancho,eng ENG,LW,24.315,2025-02-03 00:00:00,0.0,12.0,13.0,8.0,13.0,0.1,28000000.0
Jadon Sancho,eng ENG,LW,24.306,2025-01-25 00:00:00,0.0,17.0,14.0,12.0,14.0,0.2,28000000.0
Jadon Sancho,eng ENG,LW,24.301,2025-01-20 00:00:00,0.0,14.0,15.0,13.0,16.0,0.0,28000000.0
Jadon Sancho,eng ENG,"LW,LM",24.295,2025-01-14 00:00:00,0.0,31.0,31.0,25.0,31.0,0.1,28000000.0
Jadon Sancho,eng ENG,LW,24.285,2025-01-04 00:00:00,0.0,31.0,39.0,36.0,39.0,0.0,28000000.0
Jadon Sancho,eng ENG,LW,24.280,2024-12-30 00:00:00,0.0,14.0,15.0,11.0,16.0,0.0,28000000.0
Jadon Sancho,eng ENG,LW,24.276,2024-12-26 00:00:00,0.0,33.0,35.0,29.0,37.0,0.2,28000000.0
Jadon Sancho,eng ENG,LW,24.272,2024-12-22 00:00:00,0.0,41.0,38.0,31.0,39.0,0.1,28000000.0
Jadon Sancho,eng ENG,LW,24.265,2024-12-15 00:00:00,0.0,52.0,56.0,49.0,57.0,0.0,28000000.0
Jadon Sancho,eng ENG,LW,24.258,2024-12-08 00:00:00,1.0,55.0,55.0,48.0,56.0,0.4,28000000.0
Jadon Sancho,eng ENG,RW,24.254,2024-12-04 00:00:00,1.0,18.0,18.0,16.0,18.0,0.1,28000000.0
Jadon Sancho,eng ENG,LW,24.251,2024-12-01 00:00:00,0.0,34.0,31.0,31.0,31.0,0.1,28000000.0
Jadon Sancho,eng ENG,RW,24.243,2024-11-23 00:00:00,0.0,4.0,3.0,2.0,3.0,0.0,28000000.0
Jadon Sancho,eng ENG,LW,24.209,2024-10-20 00:00:00,0.0,21.0,21.0,19.0,22.0,0.0,28000000.0
Jadon Sancho,eng ENG,LW,24.195,2024-10-06 00:00:00,0.0,36.0,39.0,31.0,40.0,0.0,28000000.0
Jadon Sancho,eng ENG,LW,24.187,2024-09-28 00:00:00,0.0,19.0,20.0,14.0,20.0,0.1,28000000.0
Jadon Sancho,eng ENG,LW,24.180,2024-09-21 00:00:00,0.0,20.0,20.0,18.0,20.0,0.0,28000000.0
Jadon Sancho,eng ENG,LW,24.173,2024-09-14 00:00:00,0.0,26.0,28.0,25.0,30.0,0.0,28000000.0
Jacques Ekomie,ga GAB,LW,21.271,2025-05-17 00:00:00,0.0,9.0,12.0,8.0,12.0,0.0,800000.0
Jacques Ekomie,ga GAB,LW,21.271,2025-05-17 00:00:00,0.0,9.0,12.0,8.0,12.0,0.0,800000.0
Jacques Ekomie,ga GAB,LW,21.264,2025-05-10 00:00:00,0.0,2.0,2.0,0.0,2.0,0.0,800000.0
Jacques Ekomie,ga GAB,LW,21.264,2025-05-10 00:00:00,0.0,2.0,2.0,0.0,2.0,0.0,800000.0
Jacques Ekomie,ga GAB,LB,21.258,2025-05-04 00:00:00,0.0,1.0,2.0,2.0,2.0,0.0,800000.0
Jacques Ekomie,ga GAB,LB,21.258,2025-05-04 00:00:00,0.0,1.0,2.0,2.0,2.0,0.0,800000.0
Jacques Ekomie,ga GAB,LB,21.251,2025-04-27 00:00:00,0.0,11.0,15.0,18.0,22.0,0.0,800000.0
Jacques Ekomie,ga GAB,LB,21.251,2025-04-27 00:00:00,0.0,11.0,15.0,18.0,22.0,0.0,800000.0
Jacques Ekomie,ga GAB,LB,21.244,2025-04-20 00:00:00,0.0,16.0,20.0,20.0,22.0,0.0,800000.0
Jacques Ekomie,ga GAB,LB,21.244,2025-04-20 00:00:00,0.0,16.0,20.0,20.0,22.0,0.0,800000.0
Jacques Ekomie,ga GAB,LB,21.237,2025-04-13 00:00:00,0.0,10.0,17.0,14.0,21.0,0.0,800000.0
Jacques Ekomie,ga GAB,LB,21.237,2025-04-13 00:00:00,0.0,10.0,17.0,14.0,21.0,0.0,800000.0
Jacques Ekomie,ga GAB,LB,21.229,2025-04-05 00:00:00,0.0,14.0,13.0,10.0,14.0,0.0,800000.0
Jacques Ekomie,ga GAB,LB,21.229,2025-04-05 00:00:00,0.0,14.0,13.0,10.0,14.0,0.0,800000.0
Jacques Ekomie,ga GAB,LB,21.202,2025-03-09 00:00:00,0.0,7.0,10.0,6.0,12.0,0.0,800000.0
Jacques Ekomie,ga GAB,LB,21.202,2025-03-09 00:00:00,0.0,7.0,10.0,6.0,12.0,0.0,800000.0
Jacques Ekomie,ga GAB,LB,21.174,2025-02-09 00:00:00,0.0,0.0,2.0,2.0,3.0,0.0,800000.0
Jacques Ekomie,ga GAB,LB,21.174,2025-02-09 00:00:00,0.0,0.0,2.0,2.0,3.0,0.0,800000.0
Jacques Ekomie,ga GAB,LB,21.160,2025-01-26 00:00:00,0.0,7.0,7.0,8.0,12.0,0.0,800000.0
Jacques Ekomie,ga GAB,LB,21.160,2025-01-26 00:00:00,0.0,7.0,7.0,8.0,12.0,0.0,800000.0
Jacques Ekomie,ga GAB,LB,21.118,2024-12-15 00:00:00,0.0,18.0,17.0,19.0,24.0,0.0,800000.0
Jacques Ekomie,ga GAB,LB,21.118,2024-12-15 00:00:00,0.0,18.0,17.0,19.0,24.0,0.0,800000.0
Jacques Ekomie,ga GAB,LB,21.110,2024-12-07 00:00:00,0.0,5.0,6.0,8.0,11.0,0.0,800000.0
Jacques Ekomie,ga GAB,LB,21.110,2024-12-07 00:00:00,0.0,5.0,6.0,8.0,11.0,0.0,800000.0
Jacques Ekomie,ga GAB,LB,21.104,2024-12-01 00:00:00,0.0,2.0,2.0,3.0,5.0,0.0,800000.0
Jacques Ekomie,ga GAB,LB,21.104,2024-12-01 00:00:00,0.0,2.0,2.0,3.0,5.0,0.0,800000.0
Jacques Ekomie,ga GAB,LB,21.082,2024-11-09 00:00:00,0.0,1.0,1.0,1.0,1.0,0.0,800000.0
Jacques Ekomie,ga GAB,LB,21.082,2024-11-09 00:00:00,0.0,1.0,1.0,1.0,1.0,0.0,800000.0
Jacques Ekomie,ga GAB,LB,21.046,2024-10-04 00:00:00,0.0,4.0,5.0,3.0,6.0,0.0,800000.0
Jacques Ekomie,ga GAB,LB,21.046,2024-10-04 00:00:00,0.0,4.0,5.0,3.0,6.0,0.0,800000.0
Jacques Ekomie,ga GAB,LB,21.013,2024-09-01 00:00:00,0.0,17.0,21.0,13.0,22.0,0.0,800000.0
Jacques Ekomie,ga GAB,LB,21.013,2024-09-01 00:00:00,0.0,17.0,21.0,13.0,22.0,0.0,800000.0
Jacques Ekomie,ga GAB,LB,21.005,2024-08-24 00:00:00,0.0,18.0,17.0,16.0,27.0,0.0,800000.0
Jacques Ekomie,ga GAB,LB,21.005,2024-08-24 00:00:00,0.0,18.0,17.0,16.0,27.0,0.0,800000.0
Jacques Ekomie,ga GAB,LB,20.365,2024-08-18 00:00:00,0.0,19.0,23.0,32.0,42.0,0.0,800000.0
Jacques Ekomie,ga GAB,LB,20.365,2024-08-18 00:00:00,0.0,19.0,23.0,32.0,42.0,0.0,800000.0
Jacopo Fazzini,it ITA,AM,22.070,2025-05-25 00:00:00,1.0,37.0,23.0,17.0,28.0,0.6,10000000.0
Jacopo Fazzini,it ITA,"AM,CM,FW",22.063,2025-05-18 00:00:00,0.0,31.0,32.0,29.0,33.0,0.1,10000000.0
Jacopo Fazzini,it ITA,AM,22.055,2025-05-10 00:00:00,1.0,28.0,24.0,13.0,25.0,0.2,10000000.0
Jacopo Fazzini,it ITA,"DM,CM",22.049,2025-05-04 00:00:00,0.0,45.0,55.0,39.0,58.0,0.0,10000000.0
Jacopo Fazzini,it ITA,"AM,CM",22.042,2025-04-27 00:00:00,1.0,21.0,22.0,17.0,22.0,0.2,10000000.0
Jacopo Fazzini,it ITA,AM,22.035,2025-04-20 00:00:00,1.0,19.0,20.0,14.0,20.0,0.7,10000000.0
Jacopo Fazzini,it ITA,AM,22.029,2025-04-14 00:00:00,0.0,15.0,13.0,12.0,16.0,0.5,10000000.0
Jacopo Fazzini,it ITA,AM,22.013,2025-03-29 00:00:00,0.0,6.0,4.0,3.0,5.0,0.0,10000000.0
Jacopo Fazzini,it ITA,AM,21.315,2025-01-25 00:00:00,0.0,23.0,28.0,21.0,28.0,0.1,10000000.0
Jacopo Fazzini,it ITA,FW,21.309,2025-01-19 00:00:00,0.0,20.0,17.0,14.0,21.0,0.0,10000000.0
Jacopo Fazzini,it ITA,CM,21.301,2025-01-11 00:00:00,0.0,4.0,6.0,5.0,6.0,0.0,10000000.0
Jacopo Fazzini,it ITA,"LM,CM",21.287,2024-12-28 00:00:00,0.0,21.0,19.0,16.0,21.0,0.0,10000000.0
Jacopo Fazzini,it ITA,FW,21.281,2024-12-22 00:00:00,0.0,8.0,5.0,3.0,6.0,0.0,10000000.0
Jacopo Fazzini,it ITA,"CM,AM,LM",21.228,2024-10-30 00:00:00,0.0,27.0,21.0,19.0,25.0,0.1,10000000.0
Jacopo Fazzini,it ITA,CM,21.225,2024-10-27 00:00:00,0.0,27.0,27.0,24.0,30.0,0.0,10000000.0
Jacopo Fazzini,it ITA,CM,21.218,2024-10-20 00:00:00,0.0,25.0,21.0,20.0,26.0,0.3,10000000.0
Jacopo Fazzini,it ITA,CM,21.204,2024-10-06 00:00:00,0.0,15.0,11.0,9.0,11.0,0.0,10000000.0
Jacopo Fazzini,it ITA,AM,21.168,2024-08-31 00:00:00,0.0,16.0,15.0,11.0,16.0,0.0,10000000.0
Jacopo Fazzini,it ITA,AM,21.162,2024-08-25 00:00:00,0.0,14.0,12.0,10.0,12.0,0.2,10000000.0
Jacopo Fazzini,it ITA,AM,21.154,2024-08-17 00:00:00,0.0,24.0,16.0,9.0,17.0,0.0,10000000.0
Jacobo Ramon,es ESP,CB,20.132,2025-05-18 00:00:00,0.0,23.0,31.0,26.0,32.0,0.0,100000.0
Jacobo Ramon,es ESP,CB,20.132,2025-05-18 00:00:00,0.0,23.0,31.0,26.0,32.0,0.0,1000000.0
